Check SMILES for genmols_S1_init.csv:

RNN_0000260, CCOCC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437382, COCCn1c(C)cc(C(C)=O)c1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437420, COc1cc(-c2cncn2C)on1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437484, NCCCC1Cc2ccccc2C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437517, CON=C(CO)C(O)C(O)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437531, C=CCN(C)CCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437536, COc1cc(-n2cc(-c3nc(Nc4ccc(N5CCC(N)C5)cc4OC)nc(NC4CCCC4)n3)cc2)ccc1Nc1cc(NCCC(F)(F)F)c2ncc(-c3ccc(C(=O)NC4CO4)cc3)n2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437566, COc1cc(N2CCNCC2)ccc1Nc1ncc(N2CCC(N)CC2)cc1Nc1cc(NC2CCCC2)n2ncc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)c2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437591, CCOc1nc(C)cn2ccnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437604, CC(C)(O)OC1CC1C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437626, COc1cc(C(=O)NC(C)(C)CO)ccc1Nc1nc2ccc(-c3ncccc3C#N)cc2n1-c1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437752, CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)Nc1ccc(C(=O)NCc2ccc(F)cc2)cc1)c1ccc2c(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)ccnc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437828, Cn1nccc1Cc1nccn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437833, C=CC(C)(OC(N)=O)C(C)(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0437951, CNC1=CC(O)C(O)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438025, CC(C)OC(=O)C(N)c1ccccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438076, N#Cc1cccc2c1C1CCCN1CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438110, CNc1nccc2c1ccn2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438213, CC(C)(CN1CCn2cc(-c3nc(Nc4ccc(N5CCC(C(=O)N(C)CCN(C)C)CC5)cc4OCC(F)(F)F)nc(NCc4ccc(F)cc4)n3)CC2)c2ccc(F)cc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438249, O=C(CCO)c1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438313, NSc1ncccc1C1=CCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438318, CCc1cccc(CC)c1NC(=O)c1ccn(-c2nc(Nc3ccc(N4CCN(CC(C)(C)C(=O)N(C)CCN5CCN(C)CC5)CC4)cc3OC)nc3[nH]ccc23)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438414, Cn1cc(-c2ccccc2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438490, CC(C)CNc1cccccc1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438520, COCCC(NC(C)=O)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438608, CCOc1cc(C(=O)NCC(O)CN2CCN(C)CC2)ccc1Nc1nc(Cl)ccc1Nc1nc2ccc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438681, C=C(C)C(N)C(=O)N1CC(F)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438716, COc1cc(O)cc2cc-c(=O)oc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438755, N#CC1=C(N)OC2=C(CCCC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438817, COc1cc(-c2cnn(C)c2)ccc1Cc1cc2cc(-c3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)cn2c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438920, CNC12CC3CCC(C1)C3[S+]2[O-], Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0438991, O=Cc1ccc(-c2c[nH]cn2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439007, O=C1NCc2c1ccc1[nH]ccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439166, FC(F)(F)c1ncc(-c2ccc3c(Nc4ccc(C(F)(F)F)cc4F)nc(-c4ccncc4)cn23)cc1OCc1ccc2c(c1)CCC(CN1CCOCC1)N2C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439203, O=CN1CCC(n2ccnc2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439319, CCc1cccc(CC)c1N1CCn2cc(-c3nc(Nc4ccc(N5CCC(C(=O)N6CCN(C)CC6)CC5)cc4OC)nc(NCC(C)(C)OC)c3CO)cc2C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439337, CCN1CSCC1CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439366, CS(=O)(=O)c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(CS(=O)(=O)C(F)(F)F)COC(=O)C(C)(C)C)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439370, Cn1cc(-c2ccn(C)c(=O)c2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439390, COc1ccc(C(C)(O)c2cc(NCCCS(C)(=O)=O)ccc2Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439416, CN(C)CC(=O)NC1CCN(c2ccc(-c3nc(Nc4ccc(N5CCN(CC(=O)N(C)C)CC5)cc4OCC(F)(F)F)nc(Nc4cccc(F)c4OCC(F)(F)F)n3)cc2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439426, O=C(NO)C1COCO1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439468, Cn1nc(-c2ccccc2)cc1Nc1cc2nc(-c3ccc(NC(=O)C(C#N)NC(=O)CCC4CCN(C)CC4)cc3)cn2c(-c2ccc(C(N)=O)cc2)c1-c1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439513, O=C1CC(c2ccccc2)CC12CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439577, CC(N)(CC(C)(C)C)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439756, O=C(C(C1CC1)C1CC1)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439780, CCN(CC)CCN1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439782, CC(C)CNc1cccnn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439795, CC(=O)C(O)COc1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439862, CC(C)COc1cc(N)ccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0439893, COc1cc(C(Br)c2ccc(-c3ccc(C(=O)NC4CC4)cc3)cn2)ccc1Nc1cc2cc(-c3cccc(NC(=O)C(C)c4ccc(F)cc4)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440116, Cn1cc(-c2ccccc2)nn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440126, CCC(N)C(=O)NC(CO)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440184, COCC1CNC(C)C1CC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440223, COc1cc(C(c2nnnn2C2CCCCC2)N2CCN(C)CC2)ccc1Cc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NC(C)C(=O)O)cc4OC)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440281, C=C(C)C1CCC(C)(O)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440282, Cc1ccc(C)c(-c2cnn(C)c2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440313, Cc1cc2c(C)cccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440367, CN1CCC(C(F)(F)F)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440396, CC(C)CNc1ncnn2cccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440519, ClCC1CC2(CCCCC2)OO1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440579, O=CN1CC2CNCC2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440602, FC(F)(F)c1cc(Nc2cc3nc(-c4ccncc4)cnc3cn2)ccc1Nc1nc(Oc2ccc(N3CCNCC3)cc2)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440614, N#Cc1cccc2ccn(CC(N)=O)c12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440744, COCC1OC(OC)C(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440762, CSCCC(NC(=O)c1ccc(C#Cc2ccc(-c3ccc(CC(NC(=O)C(N)Cc4ccc(OC(F)(F)F)cc4)C(F)(F)F)cc3)cn2)cc1)C(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440810, COc1cc(C(=O)N(C)CCN(C)C)ccc1Nc1cc2nc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCCO)cc1)c(C)n2-c1ccc(C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440835, O=C1CC(O)C(O)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0440904, C=CC(O)CN1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441098, NC(CCC(N)=O)C(=O)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441177, Cc1ccc(-c2nnnn2C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441232, O=CNN=C1CNCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441421, O=C(NC1CC1(F)F)N1CC(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441453, O=C(NCCO)NC1CC(F)(F)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441460, CN1CCC(C(=O)N2CCCC2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441467, CN=C1CCc2ccc(F)cc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441658, COc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1Nc1nc(OC2CCOC(C)(C)O2)ncc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441675, CCOC1CC(O)C(O)C1CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441689, CC(C)c1ccccc1CC(N)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441763, CC(c1cccnc1)N(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441782, CCC(O)CN1CCOC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441937, CCC(CC)(NC(=O)C(C)O)NC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441956, Cc1c(C(N)=O)cn2c1CCC(N)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0441986, CCOC(O)=C(C#N)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442013, CCCCNC(=O)CN1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442234, Cc1cc(C(=O)NCCCF)cn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442247, C=CCON=C(C)C1CNC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442253, CNC(=O)c1ccccc1Nc1nc(Oc2ccc(N3CCS(=O)(=O)CC3)cc2Cl)ccc1Nc1cc2nc3c(-c4ccc(C)nc4)cnc(OC)c3c(N)c2cc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442257, COC(CC(C)CN)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442268, NC(CO)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442273, CC(C)CNc1cccc(C(N)=O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442435, COC1C(CC(N)=O)NC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442527, CCOCCNCCN(O)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442567, NCC(c1ccco1)N1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442572, COC(=O)C(O)C[S+](C)(C)[O-], Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442595, CC1CC(C)(C)Nc2ccc(F)cc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442838, Cn1cc(N2CCOC(C)(O)C2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442942, CCN1C(C)(C)CN(C)C(C)(C)C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0442981, CC(C)C1(C)CCC(O)C(C)(C)O1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443019, COc1cc(N2CCOCC2)oc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443020, COc1cc(S(C)(=O)=O)cs1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443137, CN1CCCN(CC2=NCCN2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443147, COC1C(=O)N(C)C(C)C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443456, O=CC1=NN2CC1C1CCCCC12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443591, CC(C(=O)NCc1ccc(C(F)(F)F)cc1Cl)c1nc2ccccc2n1-c1nc(Cl)ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443688, O=CN(O)CCC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443722, C#CCNC(C)c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443775, COCC(C(=O)NO)C(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443843, CC1CNc2ccccc2N1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443868, N=C(S)CCc1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443900, CCC(NC(N)=O)C(C)(C)OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0443924, C#CCn1cc(-c2ccccc2)c(N)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444028, C1=C(N2CCOCC2)CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444087, CC(=O)NCCCc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444103, CCCCCCCNc1ccncc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444122, COC1CNC(C(N)=O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444303, Cc1cc(N2CCOCC2)ncn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444368, Sc1ncnc2ccccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444387, N=C(N)NCCCCC(N)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444467, CC(C(=O)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OCC(F)(F)F)nn3c2)cc1)Nc1cc(C(F)(F)F)ccc1Oc1ccc2cc[nH]c2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444499, C[S+]([O-])CCc1ccc(O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444520, CN1CCOC(O)(CN(C)C)C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444599, CCCCCCCC(O)CC#CCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444689, C=Cc1ccc(C(=O)NC2CC2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444717, CC(N)c1ccccc1C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444751, O=C(Nc1ccc(-c2ccc3nc(Nc4ccccc4)ccc3c2)cc1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC5CC5)cc4OCC(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0444793, CN1CC2CCCCN2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445010, CC(C)(CC(O)(Cc1cc(-c2cccnc2)cn1C)C(=O)NC1CC1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCCN(C)C)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445020, COCCC1(CN)CCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445034, CC(=O)C(C(=O)Nc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(O)C5)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445042, O=C(NCCO)c1cccs1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445049, NC(CC(CO)NO)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445090, CC(C)CC(N)C(=O)NCCF, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445213, CC(=O)NCc1cc(C)cc(C#N)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445265, C=CC(O)CC(=N)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445352, CNC(=O)C(O)C(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445368, CC(Oc1cc(-c2cnn(C)c2)cnc1Nc1ncc2ccccc2n1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCCO)cc4Br)n(C)c3c2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445399, CN(C)CCCc1cccc(CC)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445444, CN1C=C(O)c2cccc3cccc1c23, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445510, CCn1c(C)ccc1CC(N)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445522, OCC(CO)CC(O)C(O)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445525, O=C(c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)Nc1ccc(C(=O)NCC2OC(O)C(O)C2O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445616, N#Cc1cccc(C(=O)c2ccc[nH]2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445683, CCc1cccc2c1NC(=O)NC2=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445693, CC=C(C)CCS(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445903, O=C(NC(c1ccccn1)C1CC1)c1cc2cc(N3CCN(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(F)(F)F)CC3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445906, CCSC1=NC2CCCC=CC2=N1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0445957, N#Cc1ccc(CNC2CC2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446023, CCCn1c(CC)cccc1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446043, Cc1cc(-c2ccc3nc(Nc4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(-c2ccc3nc(Nc4ccc(C(=O)N5CC(O)C5)cc4OCC(F)(F)F)nn3c2)cc1C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446066, CSC(N)=NCCC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446093, COc1cc(N2CCN(C(=O)c3ccnc4ccc(C)cc34)CC2)ccc1Cc1cc(F)ccc1Oc1ccc2cnc(Nc3ccc(-c4cnn(C)c4)cc3OC)nc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446198, COC1CC2COCCC2OC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446259, CNC1CC1(O)c1cccc(Cl)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446326, CCOCC1(C)C(O)CCC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446473, CCN(CCCCNc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NC4CC4)cc2)n1)Cc1cc2cc(-c3ccccc3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446621, NCCCc1ccc(O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446629, C=Cc1ccc(CN(C)C(C)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446631, CCOC(O)=C1C(N)=NC2=NCCN21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446698, CC(=O)OC(C)(C)C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446752, C=CC(O)C(O)C(O)C(O)CN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446831, O=S(=O)(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(-c2cnc3c(NCCCSc4ncccc4F)nc(-c4ccncc4)cn23)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446902, CN1N=CC(CC(F)(F)F)=N1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0446945, C=C(C)C1CC(O)C(C)C1(O)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0447017, O=C(CNc1ccc(-c2ccc3[nH]nc(CC(F)(F)F)c3c2)cc1)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC5CC5)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0447045, FC1(F)CCCNCC12CCCC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0447100, COc1cc(-c2cnc(C)n2C)ccc1Cc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NC(C)C(C)(C)C)cc2)c1N1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
